Domain,Registrar,Creation_Date,Update_Date,SSL_Issuer,SSL_TTL,A_Record,NumOfIPs,TXTRecord,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Content,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Location,Class
grendel.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,57,92.240.253.17,1,1,1,1,0,0,29405,200,None,text/html; charset=UTF-8,3.12,0.2,0.7,0.0,0.0,1,2,0,0,False,1,Slovakia,0
lidl.sk,INWX GmbH,4,3,SwissSign AG,169,104.103.88.216,1,1,1,1,0,1,16625,200,myracloud,text/html;charset=utf-8,2.52,0.14,0.71,0.0,0.0,1,2,0,0,False,1,United States,0
skipark.sk,ZONER s.r.o.,4,1,DigiCert Inc,73,217.198.116.173,1,1,1,1,0,1,34222,200,Apache/2.4.54 (Debian),text/html; charset=UTF-8,2.65,0.2,0.7,0.0,0.0,1,2,0,0,False,1,Czechia,0
bedminton.sk,VÁDIUM - IT s.r.o.,4,3,Let's Encrypt,68,212.57.34.210,1,1,1,1,1,0,48689,200,nginx,text/html; charset=utf-8,3.42,0.25,0.67,0.0,0.0,1,2,0,0,False,6,Slovakia,0
zeliezovce.sk,"INTERNET CZ, a.s.",4,3,Let's Encrypt,37,88.86.102.4,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,text/html; charset=UTF-8,3.18,0.38,0.54,0.0,0.0,2,2,0,0,False,7,Czechia,0
nove-mesto.sk,"Slovak Telekom, a.s.",4,3,Let's Encrypt,76,46.28.105.92,1,1,1,1,0,1,197019,200,Apache,text/html; charset=utf-8,3.24,0.31,0.54,0.0,0.08,1,2,0,1,False,6,Czechia,0
geoxstore.sk,"WebHouse, s.r.o.",3,3,Let's Encrypt,43,185.59.211.205,1,1,1,1,0,1,43541,200,nginx,text/html; charset=utf-8,3.08,0.33,0.58,0.0,0.0,2,3,0,0,False,1,Czechia,0
octobi.sk,Websupport s.r.o.,4,3,Let's Encrypt,25,37.9.175.157,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.95,0.33,0.56,0.0,0.0,1,2,0,0,False,1,Slovakia,0
zlatyklucik.sk,"Webglobe, a.s.",4,3,Let's Encrypt,39,217.67.30.61,1,1,1,1,1,1,5578,200,nginx,text/html; charset=UTF-8,3.32,0.29,0.64,0.0,0.0,1,2,0,0,False,8,Slovakia,0
sebastovce.sk,"INTERNET CZ, a.s.",4,3,Actalis S.p.A.,187,185.129.138.40,1,0,0,1,0,0,24806,200,Apache,text/html; charset=UTF-8,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,6,Czechia,0
hotelsaffron.sk,Websupport s.r.o.,4,3,Let's Encrypt,81,185.59.211.127,1,1,1,1,0,0,43541,200,nginx,text/html; charset=UTF-8,3.51,0.27,0.67,0.0,0.0,1,3,0,0,False,5,Czechia,0
hotelfrantisek.sk,"Lemon Lion, s.r.o.",4,3,Let's Encrypt,31,78.46.128.182,1,1,1,1,0,1,24940,200,Apache,text/html; charset=UTF-8,3.62,0.29,0.65,0.0,0.0,1,3,0,0,False,1,Germany,0
hotelno16.sk,"Webglobe, a.s.",4,3,None,52,217.67.30.28,1,1,1,1,1,1,5578,200,nginx,text/html; charset=utf-8,3.42,0.25,0.5,0.17,0.0,1,2,2,0,False,4,Slovakia,0
cpbratislava.sk,Websupport s.r.o.,4,3,Let's Encrypt,69,37.9.175.155,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.46,0.27,0.67,0.0,0.0,1,4,0,0,False,8,Slovakia,0
skimedvedie.sk,"WebHouse, s.r.o.",4,2,None,0,46.28.107.238,1,1,1,1,0,0,197019,200,Apache,text/html; charset=UTF-8,2.9,0.36,0.57,0.0,0.0,2,2,0,0,False,1,Czechia,0
uniba.sk,Websupport s.r.o.,4,2,None,0,158.195.6.138,1,1,1,1,0,1,2607,0,None,None,3.0,0.38,0.5,0.0,0.0,1,2,0,0,False,1,Slovakia,0
pantarhei.sk,"Webglobe, a.s.",4,3,Let's Encrypt,78,104.22.51.171,3,1,1,1,0,1,13335,403,cloudflare,text/html; charset=UTF-8,3.42,0.33,0.58,0.0,0.0,2,2,0,0,False,1,Canada,0
hotelgalileo.sk,Websupport s.r.o.,4,3,Let's Encrypt,49,37.9.175.133,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.32,0.4,0.53,0.0,0.0,2,2,0,0,False,5,Slovakia,0
trend.sk,News and Media Holding a.s.,4,3,Let's Encrypt,38,165.22.79.77,1,1,1,1,0,0,14061,200,cloudflare,text/html; charset=UTF-8,3.0,0.12,0.75,0.0,0.0,1,2,0,0,False,1,Germany,0
hotelgalanta.sk,Websupport s.r.o.,4,3,Let's Encrypt,37,37.9.175.189,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.32,0.33,0.6,0.0,0.0,1,2,0,0,False,4,Slovakia,0
dusicka.sk,"WebCreators, s. r. o.",4,3,Let's Encrypt,45,193.163.77.17,1,1,1,1,1,1,29405,403,LiteSpeed,text/html,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
stanisovska.sk,"CS WEB, s.r.o.",4,3,Let's Encrypt,73,188.123.97.26,1,1,1,1,0,0,58328,200,Apache,text/html; charset=utf-8,2.95,0.29,0.64,0.0,0.0,1,3,0,0,False,1,Slovakia,0
finstat.sk,"ACTIVE 24, s.r.o.",4,3,DigiCert Inc,152,20.71.223.55,1,1,1,1,0,1,8075,200,Microsoft-IIS/10.0,text/html; charset=utf-8,2.92,0.2,0.7,0.0,0.0,1,3,0,0,False,1,Netherlands,0
hotelstardust.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,29,92.240.253.14,1,1,1,1,0,0,29405,200,None,text/html; charset=utf-8,3.41,0.25,0.69,0.0,0.0,1,3,0,0,False,7,Slovakia,0
autoskolakozel.sk,"Webglobe, a.s.",4,3,Let's Encrypt,13,195.181.248.45,1,1,1,1,1,1,48689,200,nginx,text/html,3.18,0.41,0.53,0.0,0.0,2,2,0,0,False,1,Slovakia,0
skicertovica.sk,"Webglobe, a.s.",4,4,None,120,212.89.224.72,1,1,1,1,0,1,12508,200,Apache,text/html; charset=utf-8,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
abasoft.sk,EuroNET Slovakia s.r.o.,4,3,None,0,213.215.124.70,1,1,1,0,0,1,5578,200,Apache,text/html,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotel-lipa-bojnice.sk,Websupport s.r.o.,4,1,Let's Encrypt,25,37.9.175.196,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.92,0.33,0.52,0.0,0.1,1,2,0,1,False,1,Slovakia,0
kupele-bj.sk,"WebHouse, s.r.o.",4,3,"DigiCert, Inc.",239,86.110.243.31,1,1,1,1,0,1,29405,200,Apache,text/html; charset=UTF-8,3.25,0.25,0.58,0.0,0.08,1,2,0,1,False,1,Slovakia,0
pravda.sk,"Webglobe, a.s.",4,3,DigiCert Inc,78,217.67.31.48,1,1,1,1,1,1,5578,200,nginx/1.10.3 (Ubuntu),text/html; charset=UTF-8,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
nhgateone.sk,Eurodns S.A.,4,3,None,0,195.76.37.83,1,1,0,0,0,0,3352,403,None,text/html,3.25,0.33,0.58,0.0,0.0,2,3,0,0,False,6,Spain,0
auparkkosice.sk,"Webglobe, a.s.",4,1,Let's Encrypt,80,57.153.167.86,1,1,1,1,0,1,8075,200,nginx,text/html; charset=utf-8,3.32,0.4,0.53,0.0,0.0,2,3,0,0,False,1,Netherlands,0
merrellstore.sk,ZONER s.r.o.,4,3,Let's Encrypt,41,194.145.180.164,1,0,0,0,0,0,24971,200,openresty,text/html; charset=utf-8,3.01,0.27,0.67,0.0,0.0,1,4,0,0,False,1,Czechia,0
hotelesprit.sk,Websupport s.r.o.,4,3,Let's Encrypt,60,37.9.175.187,1,0,0,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.38,0.29,0.64,0.0,0.0,1,3,0,0,False,5,Slovakia,0
opalisko.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,69,86.110.243.222,1,1,1,1,0,1,29405,200,Apache,text/html; charset=UTF-8,2.91,0.36,0.55,0.0,0.0,1,2,0,0,False,1,Slovakia,0
sachticka.sk,"Webglobe, a.s.",4,3,Let's Encrypt,76,195.181.248.14,1,1,1,1,1,1,48689,200,nginx,text/html; charset=utf-8,2.92,0.25,0.67,0.0,0.0,1,3,0,0,False,1,Slovakia,0
hotelmalina.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,16,92.240.253.3,1,1,1,1,0,0,29405,200,None,text/html; charset=UTF-8,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,1,Slovakia,0
jelsava.sk,"WEBY GROUP, s.r.o.",4,1,Let's Encrypt,56,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Slovakia,0
skisachticky.sk,"Webglobe, a.s.",4,3,Let's Encrypt,78,195.181.248.20,1,1,1,1,1,1,48689,200,nginx,text/html; charset=UTF-8,3.01,0.27,0.67,0.0,0.0,1,3,0,0,False,1,Slovakia,0
kupele-lucky.sk,Websupport s.r.o.,4,3,Sectigo Limited,204,37.9.175.180,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.19,0.33,0.53,0.0,0.07,1,2,0,1,False,1,Slovakia,0
partizanske.sk,"Slovanet, a. s.",4,3,Let's Encrypt,55,82.119.224.201,1,1,1,1,0,0,5578,200,Apache,text/html; charset=utf-8,3.38,0.29,0.64,0.0,0.0,1,3,0,0,False,7,Slovakia,0
skiskorusina.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,61,92.240.253.18,1,1,1,1,0,0,29405,200,None,text/html; charset=UTF-8,2.92,0.33,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
ocidea.sk,Websupport s.r.o.,4,1,Let's Encrypt,57,37.9.174.74,1,1,1,1,0,0,51013,200,nginx,text/html; charset=utf-8,3.17,0.44,0.44,0.0,0.0,2,2,0,0,False,1,Slovakia,0
astrumlaus.sk,Websupport s.r.o.,4,3,Let's Encrypt,52,37.9.175.155,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.03,0.31,0.62,0.0,0.0,2,3,0,0,False,7,Slovakia,0
zvolen.sk,"WEBY GROUP, s.r.o.",4,2,Let's Encrypt,85,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,5,Slovakia,0
galeriamartin.sk,THR Systems a.s.,4,4,Let's Encrypt,55,46.28.106.222,1,1,1,1,0,1,197019,200,Apache,text/html; charset=UTF-8,3.45,0.38,0.56,0.0,0.0,2,2,0,0,False,1,Czechia,0
zakonypreludi.sk,"USR Services, s.r.o.",4,2,Let's Encrypt,66,188.244.63.65,1,1,1,1,0,0,25424,200,Microsoft-IIS/10.0,text/html; charset=utf-8,3.88,0.38,0.56,0.0,0.0,1,2,0,0,False,1,Czechia,0
kupeledudince.sk,"Webglobe, a.s.",4,1,DigiCert Inc,220,212.57.32.128,1,1,1,1,1,1,48689,200,nginx,text/html; charset=utf-8,3.33,0.38,0.56,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelzelenydvor.sk,Websupport s.r.o.,4,3,None,66,37.9.175.180,1,1,1,1,0,0,51013,200,openresty,text/html,3.68,0.33,0.61,0.0,0.0,1,2,0,0,False,8,Slovakia,0
sliac.sk,THR Systems a.s.,4,1,Let's Encrypt,33,51.91.81.147,1,1,1,1,0,0,16276,200,None,text/html; charset=UTF-8,2.75,0.25,0.62,0.0,0.0,2,2,0,0,False,4,France,0
filakovo.sk,"WebHouse, s.r.o.",4,3,None,53,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.1,0.36,0.55,0.0,0.0,1,2,0,0,False,5,Slovakia,0
lokomotiva.sk,"Slovak Telekom, a.s.",4,3,Let's Encrypt,32,86.110.243.208,1,1,1,1,0,1,29405,200,Apache,text/html; charset=UTF-8,3.18,0.38,0.54,0.0,0.0,1,2,0,0,False,6,Slovakia,0
fran.sk,ZONER s.r.o.,4,2,Let's Encrypt,36,31.15.10.97,1,0,0,1,0,0,25234,200,nginx,text/html; charset=utf-8,2.81,0.14,0.71,0.0,0.0,1,2,0,0,False,1,Czechia,0
eautoskola.sk,"INTERNET CZ, a.s.",4,3,Let's Encrypt,35,193.163.77.159,1,1,1,1,1,1,29405,200,nginx,text/html; charset=UTF-8,3.09,0.46,0.46,0.0,0.0,3,2,0,0,False,1,Slovakia,0
skikrahule.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,60,86.110.243.39,1,1,1,1,0,1,29405,200,Apache,text/html; charset=utf-8,3.18,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
bojvin.sk,Websupport s.r.o.,4,2,Let's Encrypt,49,37.9.175.181,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Slovakia,0
hotelphoenix.sk,"Webglobe, a.s.",4,3,Let's Encrypt,14,217.67.30.92,1,1,1,1,1,1,5578,200,nginx,text/html; charset=UTF-8,3.51,0.33,0.6,0.0,0.0,2,3,0,0,False,1,Slovakia,0
ocmax.sk,Websupport s.r.o.,4,3,Let's Encrypt,18,37.9.175.155,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.0,0.25,0.62,0.0,0.0,1,2,0,0,False,1,Slovakia,0
skidrienica.sk,"Webglobe, a.s.",4,3,Let's Encrypt,62,62.109.151.125,1,1,1,1,1,1,29134,200,nginx,text/html; charset=UTF-8,3.18,0.36,0.57,0.0,0.0,2,2,0,0,False,1,Czechia,0
kosicehotel.sk,bart.sk s.r.o.,4,3,DigiCert Inc,76,81.89.49.143,1,1,1,1,0,0,29405,200,Apache/2.4.62 (AlmaLinux) OpenSSL/3.2.2,text/html; charset=utf-8,3.24,0.36,0.57,0.0,0.0,1,2,0,0,False,6,Slovakia,0
zarnovica.sk,"WEBY GROUP, s.r.o.",4,2,Let's Encrypt,55,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,4,Slovakia,0
golfer.sk,"WEBY GROUP, s.r.o.",4,3,None,0,217.67.22.56,1,1,1,1,0,1,5578,200,nginx,text/html; charset=UTF-8,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,4,Slovakia,0
hoteldubnaskala.sk,"INTERNET CZ, a.s.",4,3,Let's Encrypt,63,51.158.71.186,1,1,0,1,0,1,12876,200,Apache/2.4.54 (Debian),text/html; charset=UTF-8,3.57,0.33,0.61,0.0,0.0,1,2,0,0,False,9,France,0
kosice-dh.sk,Websupport s.r.o.,4,3,Let's Encrypt,83,46.28.107.241,1,1,1,1,0,0,197019,200,Apache,text/html; charset=UTF-8,3.25,0.25,0.58,0.0,0.08,1,2,0,1,False,6,Czechia,0
hotellomy.sk,Websupport s.r.o.,4,3,Let's Encrypt,31,37.9.175.181,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.25,0.33,0.58,0.0,0.0,1,2,0,0,False,1,Slovakia,0
kupele-bojnice.sk,Websupport s.r.o.,4,3,Let's Encrypt,67,46.28.107.238,1,1,1,1,0,0,197019,200,Apache,text/html; charset=UTF-8,3.69,0.35,0.53,0.0,0.06,1,2,0,1,False,1,Czechia,0
hotel-green.sk,"DSI DATA, a. s.",4,3,Google Trust Services,46,172.67.148.14,2,1,1,1,0,1,13335,200,cloudflare,text/html; charset=UTF-8,3.47,0.29,0.57,0.0,0.07,2,2,0,1,False,1,Canada,0
trstena.sk,"DSI DATA, a. s.",4,4,Let's Encrypt,56,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,2.92,0.2,0.7,0.0,0.0,1,4,0,0,False,4,Slovakia,0
hotelsomka.sk,"Webglobe, a.s.",4,3,Let's Encrypt,73,83.169.43.108,1,1,1,1,1,1,20773,200,Apache,text/html; charset=UTF-8,3.24,0.31,0.62,0.0,0.0,1,2,0,0,False,1,Germany,0
zlatestranky.sk,"Webglobe, a.s.",4,3,Let's Encrypt,58,90.182.206.241,1,1,1,1,0,0,5610,200,FCR PROXY,text/html; charset=utf-8,3.37,0.27,0.67,0.0,0.0,1,3,0,0,False,1,Czechia,0
hotelset.sk,"STZ Marketing, s. r.o.",4,2,Let's Encrypt,39,37.9.175.131,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,2.91,0.27,0.64,0.0,0.0,1,2,0,0,False,4,Slovakia,0
spisskevlachy.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,51,86.110.243.203,1,1,1,1,0,1,29405,200,Apache,text/html; charset=UTF-8,3.38,0.25,0.69,0.0,0.0,1,3,0,0,False,9,Slovakia,0
lkbaba.sk,EuroNET Slovakia s.r.o.,4,3,Let's Encrypt,84,213.215.124.208,1,1,1,1,0,1,5578,200,Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04 PHP/7.4.32,text/html; charset=UTF-8,2.5,0.22,0.67,0.0,0.0,1,3,0,0,False,1,Slovakia,0
rossignol.sk,"Slovanet, a. s.",4,3,Let's Encrypt,45,85.248.129.35,3,1,1,1,0,1,5578,200,None,text/html; charset=UTF-8,3.02,0.25,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelsquash.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,Let's Encrypt,63,92.240.253.14,1,1,1,1,0,0,29405,200,None,text/html,3.32,0.29,0.64,0.0,0.0,2,3,0,0,False,6,Slovakia,0
kupelekovacova.sk,EXO TECHNOLOGIES spol. s r.o.,4,2,Let's Encrypt,69,37.9.175.197,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.34,0.41,0.53,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelmagnus.sk,Websupport s.r.o.,4,3,Let's Encrypt,55,37.9.175.179,1,1,1,1,0,0,51013,200,openresty,text/html; charset=utf-8,3.66,0.29,0.64,0.0,0.0,1,2,0,0,False,5,Slovakia,0
hotelstefanik.sk,Websupport s.r.o.,4,3,Let's Encrypt,72,37.9.175.189,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.5,0.31,0.62,0.0,0.0,1,3,0,0,False,6,Slovakia,0
jahodna.sk,Websupport s.r.o.,4,4,Let's Encrypt,14,37.9.175.132,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hotelmladost.sk,SIXNET internet technologies s.r.o.,4,3,Let's Encrypt,34,65.21.124.23,1,1,1,1,0,0,24940,200,Apache,text/html; charset=UTF-8,3.37,0.27,0.67,0.0,0.0,1,3,0,0,False,6,Finland,0
evamaria.sk,"INTERNET CZ, a.s.",4,3,Actalis S.p.A.,324,185.129.138.221,1,1,1,1,0,1,24806,200,aruba-proxy,text/html; charset=utf-8,3.03,0.45,0.45,0.0,0.0,2,2,0,0,False,1,Czechia,0
barca.sk,Slavomír Kundrát - Faeton,4,4,Let's Encrypt,55,82.119.224.201,1,1,1,1,1,0,5578,200,Apache,text/html; charset=utf-8,2.75,0.25,0.62,0.0,0.0,1,2,0,0,False,4,Slovakia,0
hotelarli.sk,Q7 digital media s.r.o.,4,3,None,178,62.168.94.179,1,0,0,1,1,0,5578,200,Apache/2.2.22 (@RELEASE@),text/html,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,4,Slovakia,0
snowparadise.sk,"CNC, a.s.",4,3,Let's Encrypt,40,195.201.116.118,1,1,1,1,0,0,24940,200,Apache/2.4.25 (Debian),text/html; charset=UTF-8,3.46,0.33,0.6,0.0,0.0,1,2,0,0,False,1,Germany,0
spisskastaraves.sk,EuroNET Slovakia s.r.o.,4,3,Let's Encrypt,64,89.221.213.42,1,1,1,1,0,1,197019,200,ATS,text/html; charset=utf-8,2.93,0.28,0.67,0.0,0.0,1,3,0,0,False,10,Czechia,0
asvest.sk,EXO TECHNOLOGIES spol. s r.o.,4,2,Let's Encrypt,80,92.240.253.107,1,1,1,1,0,0,29405,200,None,text/html; charset=UTF-8,2.64,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
hurbanovo.sk,Websupport s.r.o.,4,3,Let's Encrypt,25,37.9.175.187,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,6,Slovakia,0
samorin.sk,"WebHouse, s.r.o.",4,3,Let's Encrypt,41,86.110.243.36,1,1,1,1,0,1,29405,200,Apache,text/html; charset=UTF-8,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,5,Slovakia,0
skiland.sk,EXO TECHNOLOGIES spol. s r.o.,4,2,Let's Encrypt,38,80.211.194.225,1,1,1,1,0,0,24806,200,Apache/2.4.41 (Ubuntu),text/html,2.92,0.2,0.7,0.0,0.0,1,2,0,0,False,1,Czechia,0
medzev.sk,"INTERNET CZ, a.s.",4,2,Let's Encrypt,31,88.86.102.6,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,text/html; charset=UTF-8,2.95,0.22,0.67,0.0,0.0,1,2,0,0,False,5,Czechia,0
euba.sk,"WEDOS Internet, a.s.",4,2,GEANT Vereniging,179,193.87.125.3,1,1,1,1,0,1,2607,200,nginx/1.26.2,text/html; charset=utf-8,2.81,0.43,0.43,0.0,0.0,2,2,0,0,False,1,Slovakia,0
hotelalbrecht.sk,Websupport s.r.o.,4,3,Let's Encrypt,51,88.99.25.162,1,1,1,1,0,1,24940,200,Apache/2.4.59 (Debian),text/html; charset=UTF-8,3.5,0.25,0.69,0.0,0.0,1,3,0,0,False,7,Germany,0
danubiagate.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,DigiCert Inc,115,92.240.253.107,1,1,1,1,0,0,29405,200,None,text/html; charset=utf-8,3.47,0.43,0.5,0.0,0.0,2,2,0,0,False,1,Slovakia,0
hotelzobor.sk,"Webglobe, a.s.",4,3,Let's Encrypt,16,212.57.32.81,1,1,1,1,1,1,48689,200,nginx,text/html,3.33,0.31,0.62,0.0,0.0,1,2,0,0,False,4,Slovakia,0
liptovskyhradok.sk,"Fibris, s. r. o.",4,4,Let's Encrypt,55,82.119.224.201,1,1,0,1,0,0,5578,200,Apache,text/html; charset=utf-8,3.68,0.28,0.67,0.0,0.0,1,3,0,0,False,10,Slovakia,0
autoskolakmk.sk,Websupport s.r.o.,4,3,Let's Encrypt,54,37.9.175.188,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.97,0.33,0.6,0.0,0.0,2,3,0,0,False,1,Slovakia,0
zzz.sk,"Webglobe, a.s.",4,2,Let's Encrypt,73,23.88.40.4,1,1,1,1,1,1,24940,200,nginx,text/html; charset=UTF-8,1.79,0.0,0.83,0.0,0.0,0,3,0,0,False,1,Germany,0
mindop.sk,Národná agentúra pre sieťové a elektronické služby,4,3,None,90,195.49.188.162,1,1,1,1,0,0,25373,200,Apache,text/html; charset=UTF-8,3.17,0.22,0.67,0.0,0.0,1,2,0,0,False,1,Slovakia,0
grandmatej.sk,"GIMEX SLOVAKIA, s.r.o.",4,2,Let's Encrypt,79,185.230.63.107,3,1,1,1,0,0,58182,200,Pepyaka,text/html; charset=UTF-8,3.55,0.23,0.69,0.0,0.0,1,3,0,0,False,1,United States,0
jarovce.sk,open systems s.r.o.,4,3,None,0,195.168.11.133,1,1,1,1,0,1,5578,200,Apache/2.2.11 (Win32) PHP/5.2.9-2,text/html,3.32,0.3,0.6,0.0,0.0,1,2,0,0,False,4,Slovakia,0
barbakan-trnava.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,None,0,92.240.253.223,1,1,1,1,0,0,29405,200,None,text/html; charset=windows-1250,3.08,0.28,0.61,0.0,0.06,1,3,0,1,False,11,Slovakia,0
mizunostore.sk,ZONER s.r.o.,4,3,Let's Encrypt,41,194.145.180.164,1,0,0,0,0,0,24971,200,openresty,text/html; charset=utf-8,3.52,0.36,0.57,0.0,0.0,1,2,0,0,False,1,Czechia,0
topolcany.sk,"WEBY GROUP, s.r.o.",4,1,Let's Encrypt,81,82.119.224.201,1,1,1,1,0,1,5578,200,Apache,text/html; charset=utf-8,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,6,Slovakia,0
hotelbristol.sk,Slavomír Kundrát - Faeton,4,4,Let's Encrypt,82,86.110.225.71,1,1,1,1,1,0,29405,200,Apache/2.4.41 (Ubuntu),text/html; charset=UTF-8,3.37,0.27,0.67,0.0,0.0,1,3,0,0,False,6,Slovakia,0
eperia.sk,"+421 Web Services, s.r.o.",4,2,Let's Encrypt,58,37.9.175.157,1,1,1,1,0,1,51013,200,openresty,text/html; charset=UTF-8,2.95,0.44,0.44,0.0,0.0,2,2,0,0,False,1,Slovakia,0
centralshopping.sk,Websupport s.r.o.,4,3,Let's Encrypt,16,37.9.175.188,1,1,1,1,0,0,51013,200,openresty,text/html; charset=utf-8,3.84,0.22,0.72,0.0,0.0,1,3,0,0,False,1,Slovakia,0
pezinok.sk,Websupport s.r.o.,4,4,Sectigo Limited,298,37.9.170.11,1,1,1,1,0,0,51013,200,None,text/html; charset=utf-8,3.12,0.3,0.6,0.0,0.0,1,2,0,0,False,6,Slovakia,0
stupava.sk,Positive s.r.o.,4,3,Let's Encrypt,29,88.86.102.11,1,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,text/html; charset=UTF-8,2.92,0.3,0.6,0.0,0.0,1,2,0,0,False,4,Czechia,0
hotelbrix.sk,Websupport s.r.o.,4,3,Let's Encrypt,45,37.9.175.155,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.58,0.25,0.67,0.0,0.0,1,3,0,0,False,5,Slovakia,0
kvhk.sk,Websupport s.r.o.,4,3,Let's Encrypt,36,37.9.175.188,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,2.13,0.0,0.86,0.0,0.0,0,4,0,0,False,1,Slovakia,0
cityhotel.sk,KIOS a.s.,4,3,None,66,37.9.175.181,1,1,1,1,0,0,51013,200,openresty,text/html;charset=utf-8,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,4,Slovakia,0
hanusovce.sk,"INTERNET CZ, a.s.",4,2,Let's Encrypt,41,88.86.102.9,1,1,1,1,0,0,39392,200,Microsoft-IIS/8.5,text/html; charset=UTF-8,3.42,0.33,0.58,0.0,0.0,1,2,0,0,False,6,Czechia,0
hajenkahotel.sk,"Webglobe, a.s.",4,1,Let's Encrypt,33,37.9.175.188,1,1,1,1,0,0,51013,200,openresty,text/html; charset=UTF-8,3.37,0.33,0.6,0.0,0.0,1,2,0,0,False,1,Slovakia,0
kamenarstvo-kliestik.sk,Websupport s.r.o.,4,3,Let's Encrypt,85,37.9.174.74,1,1,1,1,0,0,51013,200,nginx,text/html; charset=UTF-8,3.62,0.3,0.61,0.0,0.04,2,4,0,1,False,1,Slovakia,0
startitup.sk,"Webglobe, a.s.",4,2,Google Trust Services,69,172.67.70.1,3,1,1,1,1,1,13335,200,cloudflare,text/html; charset=UTF-8,3.02,0.25,0.67,0.0,0.0,1,2,0,0,False,1,Canada,0
