Domain,Registrar,Creation_Date,Update_Date,Registration_Period,SSL_Issuer,SSL_TTL,Validity_Length,SAN_Count,IPv4_Num,NumOfIPs,SPF,MX,DKIM,DMARC,AS,HTTP_Status,Server,Entropy,Vowel_Ratio,Consonant_Ratio,Numerical_Ratio,Special_Char_Ratio,Vowel_Sequence,Consonant_Sequence,Numerical_Sequence,Special_Char_Sequence,Is_Unicode,Levenshtein_Distance,Contains_Blacklisted,Last_is_sk,Location,Class
badas.sk,"Slovak Telekom, a.s.",4,3,8036,Unknown,-1,-1,-1,1442346079,1,1,1,0,0,5578,200,Apache,2.5,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
bagrujsro.sk,"ACTIVE 24, s.r.o.",4,3,2557,Let's Encrypt,74,89,2,58567726,2,1,1,0,1,16509,200,openresty,3.25,0.25,0.67,0.0,0.0,1,3,0,0,0,11,0,0,Germany,0
balcomedia.sk,evocom s.r.o.,4,2,6575,DigiCert Inc,315,396,2,3271797011,1,0,1,0,0,15962,200,Apache,3.55,0.38,0.54,0.0,0.0,2,2,0,0,0,12,0,0,Slovakia,0
karrimorobuv.sk,"WebHouse, s.r.o.",3,3,365,Google Trust Services,71,90,2,1746223105,7,0,0,0,0,13335,403,cloudflare,3.32,0.33,0.6,0.0,0.0,1,2,0,0,0,14,1,0,Canada,1
ipanemabratislava.sk,NETIM,4,3,731,ZeroSSL,84,90,2,3304375058,1,0,0,0,0,41564,403,Apache/2,3.54,0.4,0.55,0.0,0.0,1,2,0,0,0,19,1,0,Singapore,1
ciernanadtisou.sk,"Webglobe, a.s.",4,3,5479,Let's Encrypt,67,89,2,773614577,1,1,1,1,1,197019,200,Apache,3.62,0.41,0.53,0.0,0.0,2,2,0,0,0,16,0,0,Czechia,0
balgas.sk,EuroNET Slovakia s.r.o.,4,3,4754,Let's Encrypt,48,89,2,3587669101,1,1,1,0,1,5578,200,Apache/2.4.63 (FreeBSD) OpenSSL/1.1.1w-freebsd mpm-itk/2.4.7-04 PHP/7.4.32,2.73,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,0
skalica.sk,"Webglobe, a.s.",4,3,8036,DigiCert Inc,268,367,2,1482057225,1,1,1,1,1,39392,200,Microsoft-IIS/8.5,2.72,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Czechia,0
letakakcia.sk,Gransy s.r.o.,4,2,730,Let's Encrypt,52,89,2,1310199456,1,0,0,0,0,43541,404,nginx,2.97,0.38,0.54,0.0,0.0,2,2,0,0,0,12,0,0,Czechia,1
grand-hotel.sk,"Webglobe, a.s.",4,3,6575,Let's Encrypt,38,89,2,3645054555,1,1,1,1,1,5578,200,nginx,3.81,0.21,0.64,0.0,0.07,1,2,0,1,0,13,0,0,Slovakia,0
twinsspecialslovensko.sk,Gransy s.r.o.,4,1,730,Let's Encrypt,56,89,2,3301205291,1,0,0,0,0,48950,200,Apache,3.6,0.29,0.67,0.0,0.0,2,4,0,0,0,23,1,0,Sweden,1
hoodrichsk.sk,Gransy s.r.o.,3,3,365,Google Trust Services,58,90,2,1746210817,7,0,0,0,0,13335,200,cloudflare,3.09,0.23,0.69,0.0,0.0,2,4,0,0,0,12,0,1,Canada,1
banskastiavnica.sk,"Webglobe, a.s.",4,3,8036,Let's Encrypt,63,89,2,3283482763,1,1,1,1,1,48689,200,nginx,3.13,0.33,0.61,0.0,0.0,2,3,0,0,0,17,0,0,Slovakia,0
baltes.sk,"WEBY GROUP, s.r.o.",4,3,8036,Unknown,-1,-1,-1,1572356496,1,1,1,0,1,29405,200,nginx,2.95,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,0
airupslovensko.sk,Gransy s.r.o.,3,3,365,Google Trust Services,43,90,2,1746211638,2,0,0,0,0,13335,200,cloudflare,3.57,0.35,0.59,0.0,0.0,2,3,0,0,0,16,1,0,Canada,1
kiplingsk.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,62,89,2,3301231154,1,0,0,0,0,58065,200,Apache,2.86,0.17,0.75,0.0,0.0,1,4,0,0,0,11,0,1,Finland,1
bagersbau.sk,JASKO SYSTEMS s.r.o.,4,3,5479,Let's Encrypt,36,89,2,1541113352,1,1,1,0,0,49798,200,Apache/2.4.59 (Debian),3.08,0.33,0.58,0.0,0.0,2,3,0,0,0,11,0,0,Slovakia,0
xeroshoes.sk,"ACTIVE 24, s.r.o.",4,1,2557,Google Trust Services,50,90,2,1746207865,2,0,0,0,0,13335,200,cloudflare,2.86,0.33,0.58,0.0,0.0,2,2,0,0,0,11,1,0,Canada,1
hotelsomka.sk,"Webglobe, a.s.",4,3,7305,Let's Encrypt,38,89,2,1403595628,1,1,1,1,1,20773,200,Apache,3.24,0.31,0.62,0.0,0.0,1,2,0,0,0,12,0,0,Germany,0
hotelborik.sk,Websupport s.r.o.,4,3,6234,Let's Encrypt,76,89,1,621391749,1,1,1,0,0,51013,200,openresty,3.39,0.31,0.62,0.0,0.0,1,2,0,0,0,12,0,0,Slovakia,0
dpmk.sk,"SWAN, a. s.",4,3,8401,Let's Encrypt,26,89,2,1359150606,1,1,1,0,0,24806,200,nginx/1.18.0 (Ubuntu),2.52,0.0,0.86,0.0,0.0,0,4,0,0,0,6,0,0,Czechia,0
intimissimi.sk,Key-Systems GmbH,4,3,6209,Unknown,-1,-1,-1,85365008,2,1,1,0,1,16509,200,cloudflare,2.5,0.36,0.57,0.0,0.0,1,2,0,0,0,13,0,0,Germany,1
benefitklima.sk,"Webglobe, a.s.",4,3,5114,Let's Encrypt,25,89,2,3645054879,1,1,1,1,1,5578,200,nginx,3.51,0.33,0.6,0.0,0.0,1,3,0,0,0,14,0,0,Slovakia,0
kosice-dh.sk,Websupport s.r.o.,4,3,8024,Let's Encrypt,48,89,2,773614577,1,1,1,0,0,197019,200,Apache,3.25,0.25,0.58,0.0,0.08,1,2,0,1,0,11,0,0,Czechia,0
ocenenie-nehnutelnosti.sk,"ACTIVE 24, s.r.o.",3,3,365,Let's Encrypt,73,89,2,521079495,1,1,1,0,0,25234,200,nginx,3.4,0.4,0.52,0.0,0.04,2,2,0,1,0,24,0,0,Czechia,1
123dodavatel.sk,"ACTIVE 24, s.r.o.",4,2,6209,Let's Encrypt,66,89,2,1541289010,1,1,1,0,0,198346,200,nginx,3.64,0.27,0.47,0.2,0.0,1,2,3,0,0,14,0,0,Czechia,0
guessslovakia.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,83,89,2,3301231658,1,0,0,0,0,58065,200,Apache,3.25,0.38,0.56,0.0,0.0,2,4,0,0,0,15,1,0,Finland,1
marekbalag-trans.sk,Websupport s.r.o.,4,3,4383,Let's Encrypt,80,89,2,621391749,1,1,1,0,0,51013,200,openresty,3.51,0.26,0.63,0.0,0.05,1,2,0,1,0,18,0,0,Slovakia,0
rossignol.sk,"Slovanet, a. s.",4,3,8036,Let's Encrypt,73,89,2,1442349349,3,1,1,0,1,5578,200,Unknown,3.02,0.25,0.67,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
jasle-medulienka.sk,"Webglobe, a.s.",4,1,5479,DigiCert Inc,369,378,2,3283482642,1,1,1,1,1,48689,200,nginx,3.58,0.37,0.53,0.0,0.05,2,2,0,1,0,18,0,0,Slovakia,0
lyziarskaskola.sk,"Webglobe, a.s.",4,3,8073,Let's Encrypt,25,89,2,621391772,1,1,1,0,0,51013,200,openresty,3.13,0.35,0.59,0.0,0.0,2,3,0,0,0,16,0,0,Slovakia,0
balmainhair.sk,Gransy s.r.o.,4,3,1826,Let's Encrypt,64,89,2,1296984067,1,1,1,0,1,15685,200,nginx,3.32,0.36,0.57,0.0,0.0,2,2,0,0,0,13,0,0,Czechia,1
hotel-centrum.sk,Websupport s.r.o.,4,4,8027,Let's Encrypt,26,89,2,621391803,1,1,1,0,0,51013,200,openresty,3.75,0.25,0.62,0.0,0.06,1,3,0,1,0,15,0,0,Slovakia,0
huntersk.sk,"WebHouse, s.r.o.",3,3,365,Google Trust Services,71,90,2,1746224970,2,0,0,0,0,13335,403,cloudflare,3.1,0.18,0.73,0.0,0.0,1,3,0,0,0,10,0,1,Canada,1
tepuj.sk,"WebHouse, s.r.o.",4,3,5114,DigiCert Inc,381,394,2,1450111948,1,1,1,0,1,29405,200,Apache,3.0,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
gymsharksk.sk,Gransy s.r.o.,3,3,365,Google Trust Services,54,90,2,2890113695,2,0,0,0,0,13335,200,cloudflare,2.97,0.15,0.77,0.0,0.0,1,4,0,0,0,12,0,1,Canada,1
vsonline.sk,"SWAN, a. s.",4,3,5114,Let's Encrypt,69,89,2,1450107240,1,0,0,0,0,29405,200,Apache,3.1,0.27,0.64,0.0,0.0,1,2,0,0,0,10,1,0,Slovakia,0
tommyhilfigerbunda.sk,NETIM,4,3,1096,ZeroSSL,77,90,2,2665350147,1,0,0,0,0,63119,403,Apache/2,4.2,0.33,0.62,0.0,0.0,1,2,0,0,0,20,1,0,Seychelles,1
opalisko.sk,"WebHouse, s.r.o.",4,3,3287,Let's Encrypt,34,89,2,1450111966,1,1,1,0,1,29405,200,Apache,2.91,0.36,0.55,0.0,0.0,1,2,0,0,0,10,0,0,Slovakia,0
zlatestranky.sk,"Webglobe, a.s.",4,3,8029,Let's Encrypt,74,89,5,1521929960,1,1,1,0,0,5610,403,FCR PROXY,3.37,0.27,0.67,0.0,0.0,1,3,0,0,0,14,0,0,Czechia,0
salomonslovakia.sk,Gransy s.r.o.,4,3,1461,Let's Encrypt,44,89,2,3304405142,1,0,0,0,0,58065,200,Apache,3.16,0.39,0.56,0.0,0.0,2,3,0,0,0,17,1,0,Spain,1
hotelmladost.sk,SIXNET internet technologies s.r.o.,4,1,7670,Let's Encrypt,59,89,2,1091927063,1,1,1,0,0,24940,200,Apache,3.37,0.27,0.67,0.0,0.0,1,3,0,0,0,14,0,0,Finland,0
rysyhotel.sk,EXO TECHNOLOGIES spol. s r.o.,4,3,1826,Let's Encrypt,68,89,2,1051428784,1,1,1,0,0,51167,200,nginx/1.18.0 (Ubuntu),3.25,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Germany,0
efkoeshop.sk,Gransy s.r.o.,4,3,1461,Let's Encrypt,46,89,2,1296984067,1,1,1,0,1,15685,200,Apache/2.4.25 (Debian),2.92,0.33,0.58,0.0,0.0,2,2,0,0,0,11,1,0,Czechia,1
rohacespalena.sk,Websupport s.r.o.,4,2,4018,Let's Encrypt,13,89,2,621391771,1,1,1,0,1,51013,200,openresty,3.45,0.38,0.56,0.0,0.0,1,2,0,0,0,15,0,0,Slovakia,0
jamstavby.sk,Websupport s.r.o.,4,3,1096,Let's Encrypt,82,89,2,621391650,1,1,1,0,0,51013,200,openresty,3.25,0.25,0.67,0.0,0.0,1,3,0,0,0,11,0,0,Slovakia,0
hokateniskyvypredaj.sk,Gransy s.r.o.,3,3,365,Google Trust Services,60,90,2,1746231297,7,0,0,0,0,13335,200,cloudflare,3.88,0.36,0.59,0.0,0.0,1,2,0,0,0,21,1,0,Canada,1
uniza.sk,Websupport s.r.o.,4,3,8035,GEANT Vereniging,66,365,2,2663461076,1,1,1,1,1,2607,200,WebServer,3.0,0.38,0.5,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
baljaksecurity.sk,Websupport s.r.o.,4,1,2557,Let's Encrypt,88,89,2,621391803,1,1,1,0,0,51013,200,openresty,3.73,0.35,0.59,0.0,0.0,1,2,0,0,0,16,0,0,Slovakia,0
autoskolasmart.sk,Websupport s.r.o.,4,1,1826,Let's Encrypt,70,89,2,2342689916,1,1,1,0,0,63949,200,nginx/1.22.0 (Ubuntu),3.18,0.35,0.59,0.0,0.0,2,2,0,0,0,16,0,0,Germany,0
bemistav.sk,"WebHouse, s.r.o.",4,2,5114,DigiCert Inc,381,394,2,1450111969,1,1,1,0,1,29405,200,Apache,3.28,0.27,0.64,0.0,0.0,1,2,0,0,0,10,0,0,Slovakia,0
beservice.sk,"WebHouse, s.r.o.",4,1,4748,Let's Encrypt,71,89,1,621391747,1,1,1,0,1,51013,200,openresty,3.02,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
bsr.sk,Websupport s.r.o.,4,3,6577,Let's Encrypt,79,89,2,621391805,1,1,1,0,0,51013,200,openresty,2.25,0.0,0.83,0.0,0.0,0,3,0,0,0,5,0,0,Slovakia,0
bedminton.sk,VÁDIUM - IT s.r.o.,4,3,8036,Let's Encrypt,33,89,2,3560514258,1,1,1,1,0,48689,200,nginx,3.42,0.25,0.67,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
hotelagatka.sk,Websupport s.r.o.,4,4,3653,Google Trust Services,65,90,2,1746210817,7,1,1,0,0,13335,200,cloudflare,3.18,0.36,0.57,0.0,0.0,1,2,0,0,0,13,0,0,Canada,0
brooksslovensko.sk,Gransy s.r.o.,4,4,1096,Let's Encrypt,67,89,2,3301229999,1,0,0,0,0,41564,200,Apache,3.02,0.28,0.67,0.0,0.0,2,4,0,0,0,17,1,0,Ireland,1
autotrendy.sk,"Platon Technologies, s.r.o.",4,3,731,Let's Encrypt,77,89,2,1442374807,1,1,1,0,0,5578,200,nginx,3.55,0.38,0.54,0.0,0.0,2,2,0,0,0,12,0,0,Slovakia,0
balsyn.sk,EuroNET Slovakia s.r.o.,4,2,6945,ZeroSSL,76,90,2,3108035365,1,1,1,0,1,43541,200,nginx,2.95,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Czechia,0
bepon.sk,BEPON Retail SK s. r. o.,4,3,8036,Let's Encrypt,46,89,3,3111031650,1,1,1,0,1,56800,200,nginx,3.0,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
gymbeam.sk,"Webglobe, a.s.",4,3,4748,Google Trust Services,64,90,2,1746536167,3,1,1,0,1,13335,200,cloudflare,3.12,0.3,0.6,0.0,0.0,2,2,0,0,0,9,0,0,Canada,0
kuzelka.sk,"ACTIVE 24, s.r.o.",4,3,4383,Let's Encrypt,40,89,2,621391812,1,1,1,0,0,51013,200,openresty,2.85,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Slovakia,0
lucenec.sk,"WEBY GROUP, s.r.o.",4,3,8036,Let's Encrypt,81,89,2,1383588041,1,1,1,0,1,5578,200,Apache,2.92,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Slovakia,0
mizunostore.sk,ZONER s.r.o.,4,3,3653,Let's Encrypt,66,89,59,3264328868,1,0,0,0,0,24971,200,openresty,3.52,0.36,0.57,0.0,0.0,1,2,0,0,0,13,1,0,Czechia,0
dcshoessslovensko.sk,Gransy s.r.o.,3,3,365,Google Trust Services,63,90,2,1746208083,2,0,0,0,0,13335,200,cloudflare,3.11,0.25,0.7,0.0,0.0,2,4,0,0,0,19,1,0,Canada,1
palacearthotel.sk,"Webglobe, a.s.",4,2,2557,Let's Encrypt,79,89,2,3645054752,1,1,1,1,1,5578,200,nginx,3.45,0.35,0.59,0.0,0.0,2,3,0,0,0,16,0,0,Slovakia,0
propetbratislava.sk,NETIM,4,3,731,Google Trust Services,83,90,2,1746226065,2,0,0,0,0,13335,403,cloudflare,3.58,0.32,0.63,0.0,0.0,1,3,0,0,0,18,1,0,Canada,1
bapeeshop.sk,Gransy s.r.o.,3,3,365,Google Trust Services,87,90,2,1746226549,2,0,0,0,0,13335,200,cloudflare,3.08,0.33,0.58,0.0,0.0,2,2,0,0,0,11,1,0,Canada,1
venumslovensko.sk,Gransy s.r.o.,4,3,731,Google Trust Services,49,90,2,1746231297,7,0,0,0,0,13335,200,cloudflare,3.22,0.29,0.65,0.0,0.0,1,3,0,0,0,16,1,0,Canada,1
bspol.sk,"Webglobe, a.s.",4,3,6961,Let's Encrypt,81,89,2,3645054529,1,1,1,1,1,5578,200,nginx,2.75,0.12,0.75,0.0,0.0,1,3,0,0,0,7,0,0,Slovakia,0
barriquepub.sk,SIXNET internet technologies s.r.o.,4,3,3295,Let's Encrypt,85,89,2,1091927063,1,1,1,0,0,24940,200,Apache,3.38,0.36,0.57,0.0,0.0,2,2,0,0,0,13,0,0,Finland,0
rekuperacianamieru.sk,"ACTIVE 24, s.r.o.",4,2,2191,Let's Encrypt,78,89,8,521079460,1,1,1,0,0,25234,200,nginx,3.43,0.48,0.48,0.0,0.0,2,2,0,0,0,20,1,0,Czechia,0
brmgroup.sk,"SWAN, a. s.",4,1,8401,Let's Encrypt,80,89,2,621391747,1,1,1,0,0,51013,200,openresty,3.28,0.18,0.73,0.0,0.0,2,5,0,0,0,10,0,0,Slovakia,0
tkl.sk,"KÚPELE LUČIVNÁ, a.s.",4,3,6569,Let's Encrypt,41,89,2,621391748,1,1,1,0,0,51013,200,openresty,2.25,0.0,0.83,0.0,0.0,0,3,0,0,0,5,0,0,Slovakia,0
bateriecentrum.sk,"INTERNET CZ, a.s.",4,4,4748,Let's Encrypt,77,89,9,3641752790,1,0,1,0,0,43541,200,Apache/2.4.57 (Debian),3.57,0.35,0.59,0.0,0.0,2,3,0,0,0,16,0,0,Czechia,0
belvedent.sk,"Webglobe, a.s.",4,2,3287,Let's Encrypt,86,89,2,621391811,1,1,1,1,1,51013,200,openresty,3.19,0.25,0.67,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
kvizmajster.sk,Marian Illéš-DELPHINE COMPUTERS & SOFTWARE STUDIO,4,4,8038,Let's Encrypt,44,89,2,1833606193,1,1,1,0,1,29405,200,Apache,3.52,0.21,0.71,0.0,0.0,1,3,0,0,0,13,0,0,Slovakia,0
besenovaflora.sk,"CS WEB, s.r.o.",4,3,8036,Let's Encrypt,48,89,2,1600782241,1,1,1,0,0,15962,200,Apache/2.4.62 (Debian),3.5,0.38,0.56,0.0,0.0,1,2,0,0,0,15,0,0,Slovakia,0
minikids.sk,"Webglobe, a.s.",4,2,1826,Let's Encrypt,46,89,2,3283482669,1,1,1,1,1,48689,200,nginx,2.66,0.27,0.64,0.0,0.0,1,2,0,0,0,10,0,0,Slovakia,0
roxybratislava.sk,NETIM,4,3,731,Google Trust Services,76,90,2,2890114405,2,0,0,0,0,13335,403,cloudflare,3.57,0.35,0.59,0.0,0.0,1,2,0,0,0,16,1,0,Canada,1
kosice.sk,Websupport s.r.o.,4,3,8036,DigiCert Inc,56,377,2,1490292245,1,1,1,0,1,42841,200,Apache,2.73,0.33,0.56,0.0,0.0,1,2,0,0,0,8,0,0,Slovakia,0
fossilbratislava.sk,NETIM,4,3,731,Let's Encrypt,30,89,2,3301228776,1,0,0,0,0,41564,403,Apache/2,3.37,0.32,0.63,0.0,0.0,1,3,0,0,0,18,1,0,Ireland,1
filakovo.sk,"WebHouse, s.r.o.",4,3,8036,Sectigo Limited,18,370,2,1383588041,1,1,1,0,1,5578,200,Apache,3.1,0.36,0.55,0.0,0.0,1,2,0,0,0,10,0,0,Slovakia,0
riekereshopsk.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,31,89,2,3301230038,1,0,0,0,0,41564,200,Apache,2.98,0.31,0.62,0.0,0.0,2,3,0,0,0,15,1,1,Ireland,1
longchamp.sk,Gransy s.r.o.,4,3,1096,Let's Encrypt,87,89,8,2665349686,1,0,0,0,0,63119,200,Apache,3.58,0.17,0.75,0.0,0.0,1,4,0,0,0,11,0,0,USA,1
hotelbrix.sk,Websupport s.r.o.,4,3,6575,Let's Encrypt,10,89,2,621391771,1,1,1,0,0,51013,200,openresty,3.58,0.25,0.67,0.0,0.0,1,3,0,0,0,11,0,0,Slovakia,0
penzionnaty.sk,Websupport s.r.o.,4,1,6187,Let's Encrypt,30,89,2,1585626445,1,1,1,0,1,24940,200,Apache,3.47,0.36,0.57,0.0,0.0,2,2,0,0,0,13,0,0,Germany,0
brezno.sk,Arrabella s.r.o.,4,3,8020,Let's Encrypt,40,89,2,58409850,1,1,1,1,1,16509,200,nginx,3.17,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Germany,0
basolar.sk,"Energotel,a.s.",4,2,6209,Let's Encrypt,68,89,2,621391805,1,1,1,0,0,51013,200,openresty,2.92,0.3,0.6,0.0,0.0,1,2,0,0,0,9,0,0,Slovakia,0
upat-sk.sk,Gransy s.r.o.,4,3,4383,Unknown,-1,-1,-1,3263156256,1,0,0,0,0,207404,200,Microsoft-IIS/10.0,2.92,0.2,0.6,0.0,0.1,1,2,0,1,0,9,0,1,Germany,1
oktip.sk,EXO TECHNOLOGIES spol. s r.o.,4,1,8035,DigiCert Inc,141,365,2,1559297321,1,1,1,0,0,29405,200,Unknown,2.75,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
stanislavbariny.sk,Websupport s.r.o.,4,3,5140,Let's Encrypt,83,89,2,621391795,1,1,1,0,0,51013,200,openresty,3.42,0.33,0.61,0.0,0.0,1,2,0,0,0,17,0,0,Slovakia,0
auparkkosice.sk,"Webglobe, a.s.",4,1,6209,Let's Encrypt,45,89,4,966371158,1,1,1,0,1,8075,200,nginx,3.32,0.4,0.53,0.0,0.0,2,3,0,0,0,14,0,0,Netherlands,0
babyraptor.sk,"Webglobe, a.s.",4,3,2557,ZeroSSL,57,90,2,3108035365,3,1,1,0,0,43541,200,nginx,3.24,0.31,0.62,0.0,0.0,1,2,0,0,0,12,0,0,Czechia,0
upjs.sk,"WEDOS Internet, a.s.",4,3,9132,GEANT Vereniging,220,365,18,2663714896,1,1,1,0,1,2607,200,Apache/2.4.62 (AlmaLinux) OpenSSL/3.2.2,2.52,0.14,0.71,0.0,0.0,1,3,0,0,0,6,0,0,Slovakia,0
stussy.sk,Gransy s.r.o.,4,3,731,Let's Encrypt,45,89,8,2783395878,1,0,0,0,0,48950,200,Apache,2.28,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Germany,1
babik.sk,"WebHouse, s.r.o.",4,3,6209,Let's Encrypt,53,89,2,1450111980,1,1,1,0,1,29405,200,Apache,2.5,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Slovakia,0
hoteldominika.sk,"Webglobe, a.s.",4,2,6940,Let's Encrypt,61,89,2,621391772,1,1,1,0,0,51013,200,openresty,3.62,0.38,0.56,0.0,0.0,1,2,0,0,0,15,0,0,Slovakia,0
bazee.sk,Websupport s.r.o.,4,2,2192,Let's Encrypt,14,89,2,621391748,1,1,1,0,0,51013,200,openresty,2.75,0.38,0.5,0.0,0.0,2,2,0,0,0,7,0,0,Slovakia,0
gbely.sk,"RANSYSTEMS, s.r.o.",4,2,8036,Let's Encrypt,31,89,3,1482057222,1,1,1,0,1,39392,200,Microsoft-IIS/8.5,3.0,0.25,0.62,0.0,0.0,1,2,0,0,0,7,0,0,Czechia,0
mensiestahovanie.sk,"ACTIVE 24, s.r.o.",4,2,6209,Let's Encrypt,54,89,2,621391780,1,0,1,0,0,51013,200,openresty,3.43,0.42,0.53,0.0,0.0,2,2,0,0,0,18,0,0,Slovakia,0
poltar.sk,"INTERNET CZ, a.s.",4,1,8374,Let's Encrypt,67,89,2,1482057225,1,1,1,0,1,39392,200,Microsoft-IIS/8.5,3.17,0.22,0.67,0.0,0.0,1,2,0,0,0,8,0,0,Czechia,0
altratenisky.sk,Gransy s.r.o.,3,3,365,Let's Encrypt,57,89,2,2990468722,1,0,1,0,0,14061,200,nginx,3.37,0.33,0.6,0.0,0.0,1,3,0,0,0,14,1,0,Netherlands,1
hotelmuza.sk,Websupport s.r.o.,4,2,6217,Let's Encrypt,31,89,2,621391803,1,1,1,0,0,51013,200,openresty,3.58,0.33,0.58,0.0,0.0,1,2,0,0,0,11,0,0,Slovakia,0
onteniskysk.sk,Gransy s.r.o.,3,3,365,Google Trust Services,57,90,2,1746227201,7,0,0,0,0,13335,200,cloudflare,2.99,0.29,0.64,0.0,0.0,1,2,0,0,0,13,1,1,Canada,1
dobrygeodet.sk,"ACTIVE 24, s.r.o.",4,3,2557,Let's Encrypt,60,89,2,521079343,1,1,1,0,0,25234,200,nginx,3.38,0.36,0.57,0.0,0.0,2,2,0,0,0,13,0,0,Czechia,1
huntergumakysk.sk,Gransy s.r.o.,4,3,1461,Let's Encrypt,45,89,2,3304430048,1,0,0,0,0,41564,200,Apache,3.57,0.29,0.65,0.0,0.0,1,2,0,0,0,16,0,1,Slovakia,1
hokateniskysk.sk,Gransy s.r.o.,4,3,1461,Let's Encrypt,56,89,8,3304430052,1,0,0,0,0,41564,200,Apache,3.2,0.31,0.62,0.0,0.0,1,2,0,0,0,15,1,1,Slovakia,1
polene-sk.sk,Gransy s.r.o.,3,3,365,Google Trust Services,74,90,2,2890125040,2,0,0,0,0,13335,200,cloudflare,3.08,0.25,0.58,0.0,0.08,1,2,0,1,0,11,0,1,Canada,1
bendr.sk,Smartweb s.r.o.,4,3,5120,Let's Encrypt,34,89,2,1442349768,1,1,1,1,1,5578,200,nginx,3.0,0.12,0.75,0.0,0.0,1,3,0,0,0,7,0,0,Slovakia,0
kajot-casino-slovensko.sk,Key-Systems GmbH,3,3,365,Google Trust Services,59,90,2,1746227201,7,0,0,0,0,13335,403,cloudflare,3.57,0.32,0.56,0.0,0.08,1,3,0,1,0,24,1,0,Canada,1
hotelvictoria.sk,DATACOM.EU s.r.o.,4,2,7670,Let's Encrypt,50,89,2,786818607,1,1,1,0,1,29405,200,Apache,3.62,0.38,0.56,0.0,0.0,2,2,0,0,0,15,0,0,Slovakia,0
khujobunda.sk,Gransy s.r.o.,3,3,365,Google Trust Services,58,90,2,2890112658,2,0,0,0,0,13335,200,cloudflare,3.39,0.31,0.62,0.0,0.0,1,2,0,0,0,12,1,0,Canada,1
stevemaddenbratislava.sk,NETIM,4,3,731,ZeroSSL,33,90,2,3304375056,1,0,0,0,0,41564,403,Apache/2,3.61,0.33,0.62,0.0,0.0,1,3,0,0,0,23,1,0,Singapore,1
najkrajsiekabelky.sk,Websupport s.r.o.,4,1,5126,Let's Encrypt,62,89,2,1360995606,1,1,1,0,1,24971,200,openresty,3.38,0.35,0.6,0.0,0.0,2,3,0,0,0,19,0,0,Czechia,0
kasinosk.sk,Gransy s.r.o.,3,3,365,Google Trust Services,35,90,2,1746227854,2,1,1,0,0,13335,200,cloudflare,2.59,0.27,0.64,0.0,0.0,1,2,0,0,0,10,1,1,Canada,1
caterpillarobuv.sk,Gransy s.r.o.,3,3,365,Google Trust Services,78,90,2,1746228654,2,0,0,0,0,13335,200,cloudflare,3.84,0.33,0.61,0.0,0.0,1,2,0,0,0,17,1,0,Canada,1
babytrend.sk,Websupport s.r.o.,4,2,6940,Google Trust Services,89,90,2,2890090556,3,1,1,0,1,13335,403,cloudflare,3.42,0.25,0.67,0.0,0.0,1,2,0,0,0,11,0,0,Canada,0
turciansketeplice.sk,"WEBY GROUP, s.r.o.",4,3,8036,Let's Encrypt,52,89,2,1383588041,1,1,1,0,1,5578,200,Apache,3.58,0.35,0.6,0.0,0.0,2,3,0,0,0,19,0,0,Slovakia,0
uvzsr.sk,"Slovanet, a. s.",4,2,8037,DigiCert Inc,5,371,2,2375224530,1,1,1,0,1,31898,0,Unknown,2.75,0.12,0.75,0.0,0.0,1,4,0,0,0,7,0,0,Germany,0
zadania-seminarky.sk,Websupport s.r.o.,4,3,5479,Let's Encrypt,68,89,2,1507711599,1,1,1,0,0,197019,200,nginx,3.52,0.4,0.5,0.0,0.05,2,2,0,1,0,19,0,0,Czechia,0
adidaslovensko.sk,Gransy s.r.o.,3,3,365,Google Trust Services,39,90,2,2890108137,2,0,0,0,0,13335,200,cloudflare,3.34,0.35,0.59,0.0,0.0,1,3,0,0,0,16,1,0,Canada,1
